-0.96417,-1.0006,-0.99825,1
-1.0991,-0.9941,-1.0115,1
-0.99506,1.0019,-0.99185,-1
0.9406,1.0242,-1.0424,1
-0.93985,-0.96919,-0.93753,1
-1.0034,-0.99819,0.97339,1
-1.0155,0.93635,1.0141,1
0.99779,1.0078,0.97685,-1
-1.0181,-0.99614,-0.90285,1
1.0045,1.0123,0.98232,-1
-1.0452,1.0012,1.0049,1
-0.99067,-1.0267,0.99249,1
0.98654,-0.99249,0.96987,-1
0.93394,-1.0368,-0.98061,-1
0.97215,-1.0279,-0.95232,-1
-1.0031,1.0115,-1.0774,-1
-1.0288,0.94206,-0.92755,-1
-0.98476,-1.0049,0.97818,1
-0.95059,-0.98435,1.0775,1
1.0017,-1.0003,0.90422,-1
-1.0181,-1.0031,1.028,1
0.98099,0.96979,-1.0852,1
0.95347,-1.0017,-0.95236,-1
-1.0321,-1.0264,0.9591,1
-1.0022,-0.99944,0.97747,1
0.993,0.99908,-0.98955,1
1.0119,0.98613,0.95046,-1
0.99857,-1.0013,1.0075,-1
0.90619,-1.0007,0.96542,-1
1.0171,-1.0048,-0.97454,-1
0.94357,0.98782,-1.053,1
-1.0081,0.9943,1.045,1
-1.0276,0.97856,0.9812,1
0.98954,-0.99456,-1.0339,-1
-1.0005,0.99792,0.9894,1
-0.9932,1.0182,1.0026,1
-1.0067,-0.99641,1.048,1
1.002,-0.99908,0.99572,-1
0.99599,-1.0591,-1.0547,-1
1.0229,0.9928,1.0282,-1
-0.98299,-0.96278,-1.0682,1
0.97768,-1.0138,0.97148,-1
1.0068,0.90788,-1.0319,1
1.0141,0.95611,1.0487,-1
1.0722,0.96352,-0.98627,1
1.005,1.0195,-1.0618,1
1.013,-0.97659,0.96796,-1
-1.0124,1.0087,0.96861,1
0.99171,-1.0267,1.0666,-1
1.0052,1.016,-1.056,1
-0.99915,0.99801,1.0143,1
-1.0108,-0.98643,0.93081,1
1.0012,-0.9994,1.0792,-1
-1.0124,-0.99953,0.97801,1
0.9653,-0.91266,0.97461,-1
0.95697,-0.95498,-1.0134,-1
-1.0003,-0.99797,-0.99365,1
-0.99483,-0.99993,-0.95283,1
-1.0742,-0.95498,-0.96011,1
-0.94395,1.0714,0.99465,1
1.0099,-0.98712,0.90431,-1
-0.99769,-0.99979,-0.97707,1
1.0112,1.0149,-0.9676,1
0.99992,-1.0012,1.0278,-1
-1.024,-1.0238,-1.0684,1
1.0125,-0.98726,1.0273,-1
1.0558,1.0403,-1.0055,1
-1.0387,0.98174,1.0682,1
1.0692,-1.0131,-1.0465,-1
-0.99151,1.0066,1.0155,1
-0.93775,-1.023,1.0365,1
-0.95012,1.0267,1.0287,1
1.0606,-1.0716,-0.96719,-1
0.99346,0.97091,-0.95673,1
1.042,1.0013,-1.0104,1
1.0745,1.0165,-1.0113,1
1.0163,1.0103,-1.0126,1
-1.0244,-1.0302,-0.92135,1
0.98877,0.99916,1.0111,-1
0.99898,1.0006,1.0715,-1
-1.0069,-1.0095,-0.93983,1
-0.95907,-0.96556,-1.0245,1
-0.99843,-0.98315,-1.0404,1
1.008,-0.96704,0.97536,-1
-0.99957,1.0082,0.99059,1
1.0532,0.99332,0.97511,-1
-0.93122,-0.93328,-0.98747,1
0.98444,-0.99331,-1.0106,-1
1.0153,-0.99549,1.0319,-1
1.0318,1.0731,-0.98116,1
1.0311,1.0088,-0.93669,1
-1.04,-0.93244,0.95881,1
1.0343,-0.99489,-1.0177,-1
1.0165,0.98054,-0.98267,1
-1.0172,0.98291,0.99281,1
1.0212,-0.96042,-0.96351,-1
1.0017,-0.99739,0.97613,-1
-1.0153,0.94518,-1.0548,-1
0.99217,-1.0132,1.034,-1
1.0026,0.99924,-0.974,1
-0.96517,1.0594,0.93094,1
0.97303,1.005,-0.97859,1
-0.99561,1.0066,1.0707,1
-0.99669,0.99922,-0.99491,-1
-1.0085,1.02,-0.98378,-1
0.98269,-1.0164,-1.0369,-1
-0.98689,-1.0265,1.0297,1
-1.0006,-1.0044,0.98065,1
-0.96675,0.97598,-1.0087,-1
-1.0084,0.99054,-1.0197,-1
-1.0518,-0.98941,1.054,1
0.99265,-1.0036,-0.95042,-1
-0.98233,-0.99146,0.9183,1
0.98144,-0.99352,-1.0021,-1
0.99581,1.05,-0.99067,1
-1.0011,1.0016,1.0155,1
-0.96665,-1.0556,0.98586,1
-1.0875,1.0128,-1.0227,-1
-0.98619,0.97312,-0.98373,-1
-1.0053,1.0018,1.0021,1
-0.98871,-0.95865,0.98804,1
0.98668,0.98156,-1.0299,1
-1.001,1.0148,-0.98324,-1
1.0001,0.99989,0.99682,-1
-0.99984,-0.99841,0.99926,1
1.0609,-0.9911,1.0503,-1
1.0003,0.96397,0.92525,-1
1.0123,1.0344,0.93499,-1
0.98627,-1.0324,-1.0094,-1
1.017,-0.95583,0.95743,-1
-0.99688,1.0581,0.93846,1
-1.0203,-0.97584,0.97163,1
-1.0134,1.0147,1.0477,1
-1.0034,1.0017,0.99568,1
-0.97216,-0.97179,0.97768,1
0.97379,1.0272,-1.0527,1
1.0053,0.96026,-0.92223,1
0.99283,-0.96866,-1.0387,-1
1.0095,-0.9958,-1.0059,-1
0.95468,-1.008,-1.0063,-1
-0.95425,-0.99035,0.94346,1
-1.009,1.0042,-0.96755,-1
-0.99757,-1.0107,1.0351,1
