-0.96417,-1.0006,-0.99825,1
0.99996,-0.99999,-1.0522,-1
1.0172,-1.0336,1.0046,-1
-1.0063,-0.99455,0.92179,1
-1.0,-1.0,1.0012,1
1.0132,-0.9861,-0.94817,-1
-0.98213,-0.96568,-1.0676,1
1.0046,0.97812,0.97836,-1
-0.92383,1.0565,0.97673,1
0.94538,-0.99602,-0.97172,-1
-1.009,1.0278,-0.97497,-1
1.0152,-1.0117,1.0382,-1
-1.0006,-1.0044,0.98065,1
-1.0013,-0.99697,-0.98664,1
0.98073,1.018,0.98262,-1
0.99599,1.0074,-0.97582,1
1.0,1.0017,-1.0018,1
-0.99281,-0.98822,1.0307,1
0.99904,1.0028,0.99848,-1
0.99839,-0.99927,1.0034,-1
1.0241,-0.96685,-1.0394,-1
-1.0124,-0.99953,0.97801,1
-1.0008,1.0009,0.98347,1
-1.0053,1.0018,1.0021,1
0.95697,-0.95498,-1.0134,-1
-1.027,1.0191,0.99323,1
0.92828,-0.97344,-0.96337,-1
0.99993,0.99964,1.0001,-1
1.005,-1.0062,-1.0034,-1
-0.98445,0.97265,1.0098,1
0.99407,0.99426,0.92138,-1
-0.95907,-0.96556,-1.0245,1
-0.99997,1.0,-1.0021,-1
0.99622,0.99953,-0.96467,1
-1.0082,-0.98448,1.0235,1
-0.99957,1.0082,0.99059,1
-1.0025,-1.0515,1.0185,1
-1.0111,-1.0062,0.96652,1
-0.95302,-1.0212,0.98766,1
-0.9997,0.99923,1.0147,1
1.0012,-1.0023,1.0117,-1
-0.95681,1.0304,1.0041,1
-0.97462,0.97469,1.0347,1
0.99716,-1.0003,-0.98316,-1
1.0487,1.0195,-1.0763,1
-0.9888,0.99469,0.99761,1
-0.96171,0.96015,-1.0244,-1
1.02,-0.99939,0.98145,-1
-1.0085,1.02,-0.98378,-1
-1.0008,-1.0013,1.0255,1
1.005,1.0195,-1.0618,1
-1.0133,-1.0075,-1.0142,1
-0.99148,1.0025,-1.0209,-1
1.008,-0.96704,0.97536,-1
1.0553,1.0337,-1.0625,1
-0.91826,0.98196,0.9762,1
1.0343,-0.99489,-1.0177,-1
-1.0192,-0.91906,-1.0017,1
-0.98133,1.0159,0.91097,1
-1.0041,-0.99653,-0.99134,1
-1.0006,-0.99659,-0.91562,1
