-0.96417,-1.0006,-0.99825,1
-1.0399,1.0632,1.0506,1
-1.0084,0.99054,-1.0197,-1
0.94848,-1.0446,-0.97118,-1
1.0048,0.99914,-1.0098,1
-1.0397,1.0232,-1.084,-1
1.0081,-0.99191,-0.99683,-1
-1.0028,0.99884,1.0613,1
0.99708,-1.0041,0.9617,-1
-0.99757,-1.0107,1.0351,1
-0.96665,-1.0556,0.98586,1
-0.99308,1.0092,1.0112,1
-0.98884,0.99154,0.9765,1
-0.93489,-1.0084,0.93238,1
-1.0049,-0.99523,1.0193,1
-0.97829,-0.98686,-1.0465,1
-0.91826,0.98196,0.9762,1
0.97379,1.0272,-1.0527,1
0.99283,-1.0298,-0.98769,-1
0.96333,1.0148,0.99871,-1
-0.99615,-1.002,0.90917,1
1.0135,-0.96745,-0.96714,-1
0.99522,1.0197,-1.0173,1
1.0489,-1.0015,0.99741,-1
-0.99491,1.0023,-1.0014,-1
0.99773,1.0015,1.0056,-1
-1.0101,-1.0319,0.99862,1
-0.99558,-1.0083,-0.99778,1
-1.0236,0.96762,1.018,1
0.96616,-0.99344,-1.052,-1
1.0074,1.0015,-1.0182,1
-0.93985,-0.96919,-0.93753,1
0.99957,0.9982,0.99899,-1
-0.98312,-1.0129,0.92442,1
0.98886,0.92851,-1.0268,1
-0.97593,0.97984,-0.91274,-1
-1.0176,-0.93012,1.0582,1
1.0172,-0.99215,-0.96136,-1
-0.99232,-0.96497,-0.99835,1
1.0184,0.98442,1.0362,-1
-0.99075,-0.99004,-0.94561,1
-0.90537,-1.0154,1.025,1
-1.0081,-1.0071,0.97284,1
1.0566,-0.97888,-0.97265,-1
-0.95681,1.0304,1.0041,1
0.9666,-0.9575,-0.97637,-1
-1.0369,-1.0155,1.0013,1
1.0172,-0.98091,-1.0547,-1
0.99716,-1.0003,-0.98316,-1
-1.002,1.0353,-0.94409,-1
-0.95076,-1.0017,0.99811,1
1.0141,0.95611,1.0487,-1
-1.0005,0.99792,0.9894,1
1.0745,1.0165,-1.0113,1
-1.0457,0.96136,0.9921,1
1.0561,-1.0147,-0.92892,-1
0.9542,0.95765,-1.0655,1
-0.98157,-0.98755,-0.99486,1
1.0282,1.0646,-1.0121,1
1.0006,0.98695,-1.0708,1
1.0147,0.99713,0.94064,-1
-1.0022,0.98668,-0.98225,-1
0.97331,0.98881,-1.0183,1
1.0574,1.0171,-0.9906,1
-1.0288,0.94206,-0.92755,-1
-0.9706,1.0047,1.0189,1
-1.009,1.0042,-0.96755,-1
-1.0134,-1.0326,-0.93756,1
-0.96824,1.0179,1.0251,1
-0.98847,1.012,1.0166,1
-0.98812,-1.0015,-0.92317,1
-0.95302,-1.0212,0.98766,1
-0.99306,0.96662,0.93859,1
-1.0941,0.98132,-0.98717,-1
1.0037,1.003,0.99845,-1
-0.96581,1.0546,-0.99713,-1
-1.0766,1.0521,0.98546,1
-0.997,-1.0008,-0.99684,1
0.99997,-0.99983,-0.99983,-1
0.93339,-1.0667,0.979,-1
0.98149,0.98657,0.90882,-1
-1.0276,0.97856,0.9812,1
-0.99388,-0.98741,0.90609,1
-1.0034,1.0017,0.99568,1
-1.0029,-1.0031,-0.98682,1
-0.99409,0.99512,-0.99854,-1
-1.0669,1.0233,1.049,1
-0.96153,-0.97722,-0.94221,1
-0.99971,-0.99985,-0.97707,1
-1.0134,1.0093,0.91552,1
-0.98242,-1.0331,1.0159,1
0.9409,-1.023,-1.0106,-1
0.96413,-0.98153,-1.0668,-1
1.0099,0.97103,-1.0378,1
1.0204,-1.0515,1.0038,-1
0.98473,-1.005,-0.94463,-1
1.0134,-1.0301,1.0267,-1
0.98954,-0.99456,-1.0339,-1
-1.0048,1.0361,-0.95596,-1
0.97512,1.0346,-1.0335,1
-1.0001,1.0001,-1.0516,-1
-0.99313,-1.013,-1.033,1
0.99992,-1.0001,1.0018,-1
-1.0031,1.0011,0.98874,1
-0.9799,1.0189,-1.0302,-1
-0.99923,-1.0134,1.0051,1
0.98269,-1.0164,-1.0369,-1
1.0003,0.96397,0.92525,-1
1.0098,1.0025,-1.0243,1
-0.99462,-0.99832,0.95832,1
-0.95012,1.0267,1.0287,1
0.99918,-0.99979,0.93575,-1
1.0002,-0.99728,-1.0528,-1
0.99453,-1.0064,1.0465,-1
-1.0181,-0.99614,-0.90285,1
-0.95729,-0.98263,-1.0613,1
1.0229,0.9928,1.0282,-1
0.99904,1.0028,0.99848,-1
-0.96675,0.97598,-1.0087,-1
0.98709,-1.0376,-0.95403,-1
0.99867,-1.0014,-0.99872,-1
1.0143,1.0134,-0.94651,1
1.0271,1.0189,-1.0102,1
-1.0376,-0.96989,0.99923,1
0.99794,0.99457,-0.98683,1
-1.0364,1.0073,1.0027,1
-0.9997,0.99923,1.0147,1
-0.94927,-1.0392,0.98756,1
0.99624,0.99127,-1.0282,1
1.0286,-0.93261,1.0214,-1
-1.0119,-1.0196,0.98081,1
0.99611,1.0045,1.0004,-1
-1.007,-1.0206,-1.0859,1
-0.99558,1.0056,0.90095,1
1.0508,1.0092,0.97868,-1
0.99857,-1.0013,1.0075,-1
-1.0,-1.0,1.0012,1
0.99986,-1.0022,1.0275,-1
-0.99998,-0.99995,0.99989,1
-1.0031,1.0115,-1.0774,-1
0.98073,1.018,0.98262,-1
-1.0229,-1.0372,-1.0856,1
1.0184,0.98659,-0.99181,1
