-0.96417,-1.0006,-0.99825,1
0.97768,-1.0138,0.97148,-1
0.95093,0.93883,1.0068,-1
0.97736,1.0497,-1.0576,1
0.94986,0.98571,0.92963,-1
-1.0045,1.0221,1.0287,1
1.0177,-1.0058,-0.98079,-1
0.99924,0.99821,0.99091,-1
1.0143,1.0134,-0.94651,1
1.0071,0.99993,0.96667,-1
0.93394,-1.0368,-0.98061,-1
0.98212,-0.97466,0.9786,-1
1.0088,0.99924,-1.0243,1
-0.98854,-1.0232,-0.92395,1
-1.0155,0.93635,1.0141,1
-0.98445,0.97265,1.0098,1
-1.0005,0.99792,0.9894,1
-0.96939,-0.92242,0.97236,1
-1.0029,-1.0031,-0.98682,1
0.99859,0.98026,1.0113,-1
-0.99451,-0.99814,-0.96042,1
-1.0376,-0.96989,0.99923,1
-1.0181,0.98313,0.99014,1
1.0206,1.0164,0.95412,-1
-0.97883,-1.0381,0.91891,1
-1.0507,0.96717,-1.0183,-1
0.99171,-1.0267,1.0666,-1
-1.001,0.999,-1.005,-1
1.0377,1.0153,0.95391,-1
1.0125,1.004,-0.93132,1
1.0428,-0.97581,0.95087,-1
0.94669,0.99726,0.9789,-1
-1.0411,1.0365,1.0065,1
-0.9244,-1.0261,-0.98847,1
1.0346,0.99261,0.98376,-1
0.98073,1.018,0.98262,-1
-0.92481,1.006,-0.9514,-1
-1.0288,0.94206,-0.92755,-1
-1.0364,1.0073,1.0027,1
1.0176,-0.99963,-1.0594,-1
-1.0077,-0.99845,-1.0085,1
1.02,-0.99939,0.98145,-1
0.922,-0.97148,-1.0139,-1
-0.95543,-1.0122,1.0381,1
-0.997,-1.0008,-0.99684,1
0.95849,0.9857,-1.0323,1
0.99834,1.0322,0.97625,-1
0.95904,-0.93434,1.0359,-1
-1.0037,0.99353,1.0217,1
-1.0101,-1.0041,0.93147,1
-1.0025,0.99702,-0.93124,-1
-0.99688,1.0581,0.93846,1
1.0027,0.99702,0.93951,-1
-0.97249,-1.0506,-0.99139,1
-1.0505,-0.98247,-0.93897,1
